Review,FACILITIES#CLEANLINESS,FACILITIES#COMFORT,FACILITIES#DESIGN&FEATURES,FACILITIES#GENERAL,FACILITIES#MISCELLANEOUS,FACILITIES#PRICES,FACILITIES#QUALITY,FOOD&DRINKS#MISCELLANEOUS,FOOD&DRINKS#PRICES,FOOD&DRINKS#QUALITY,FOOD&DRINKS#STYLE&OPTIONS,HOTEL#CLEANLINESS,HOTEL#COMFORT,HOTEL#DESIGN&FEATURES,HOTEL#GENERAL,HOTEL#MISCELLANEOUS,HOTEL#PRICES,HOTEL#QUALITY,LOCATION#GENERAL,ROOMS#CLEANLINESS,ROOMS#COMFORT,ROOMS#DESIGN&FEATURES,ROOMS#GENERAL,ROOMS#MISCELLANEOUS,ROOMS#PRICES,ROOMS#QUALITY,ROOM_AMENITIES#CLEANLINESS,ROOM_AMENITIES#COMFORT,ROOM_AMENITIES#DESIGN&FEATURES,ROOM_AMENITIES#GENERAL,ROOM_AMENITIES#MISCELLANEOUS,ROOM_AMENITIES#PRICES,ROOM_AMENITIES#QUALITY,SERVICE#GENERAL
Cà phê và trà được phục vụ tận phòng.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phòng tắm rộng, có vòi hoa sen và bồn tắm lớn.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Chỉ có điều vòi nước bị rò rỉ nên tôi thấy không thoải mái lắm.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0
"Từ ban công, chúng tôi có thể dễ dàng nhìn thấy quang cảnh Đà Lạt.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Đồ ăn có phục vụ cả món ăn châu Á vàChâu Âu.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Các nhân viên bao gồm cả nhân viên tiếp tân và nhân viên phục vụ đều tận tình, tốt bụng.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Tôi được ở trong một căn phòng xinh đẹp với giường nằm cực kỳ êm và thoải mái, căn phòng này lại có ban công và cửa sổ hướng ra bờ hồ nên càng khiến tôi thích và chỉ muốn ở lì trong phòng để ngắm nhìn mọi thứ đang diễn ra bên dưới thôi.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
Tôi đến khách sạn vào đúng dịp sinh nhật mình và thật bất ngờ khi nhận được một chiếc bánh kem xinh xắn cùng những lời chúc vô cùng đáng yêu của khách sạn Ngọc Lan.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Tôi, thật sự rất muốn giới thiệu khách sạn này với tất cả mọi người.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Khách sạn có view đẹp nhìn ra hồ Xuân Hương có lẽ là Khách sạn có view đẹp nhất Đà Lạt, phòng rộng, gần trung tâm.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Ngày tôi đi du lịch và cư trú tại khách sạn cũng vô tình là ngày sinh nhật của tôi.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dưới tầng hầm khách sạn có dịch vụ spa, dịch vụ xông hơi ướt - xông hơi khô - tắm bồn thuỷ lực chỉ có 95.000 đồng/ người.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tôi đã có một kỳ nghỉ thú vị tại Nà Lạt.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nếu lần sau đến Đà Lạt tôi vẫn chọn Ngọc Lan.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tôi thật sự thoải mái, vui vẻ, thư giãn, và thuận lợi trong các kế hoạch du lịch cùng bàn bè và chắc chắn sẽ trở lại Ngọc Lan.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Khách sạn này rất sạch sẽ, đầy đủ tiện nghi, và các anh chị nhân viên cũng rất thân thiện nữa.",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Khách sạn này toạ lạc ở vị trí trung tâm thành phố, toàn bộ khách sạn được trang bị bởi những thiết bị hiện đại, mọi thứ sạch sẽ và tạo cảm giác thoải mái, dễ chịu.",0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ở đây, tôi ấn tượng nhất với anh hướng dẫn viên vô cùng đáng mến đã đồng hành cùng chúng tôi, giải đáp mọi thắc mắc cho chúng tôi.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Thật tuyệt vời khi có những người bạn như anh, và cũng thật tuyệt vời khi có cơ hội lưu trú tại Ngọc Lan.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tôi đã phải đợi hơn 1 giờ đồng hồ để có thể vào phòng trong khi tôi đã báo trước từ 12 giờ và đến nhận phòng vào lúc 14 giờ2 0 ' ' giờ quy định nhận phòng là 14 h - Được cái là gần trung tâm, dễ đi lại, wifi ổn định.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"Chúng tôi đặt Superior hồ View nhưng do hết phòng nên được chuyển sang deluxe hồ View, ở tại phòng cao nhất khách sạn.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nội thất rất tốt, phòng rộng 50m2, mọi điểm tuyệt vời.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0
"Tuy có 2 điểm trừ là:- Ổ cắm điện âm tường khách sạn cần thay thế lại 100% vì rất khó cắm trong phòng có rất nhiều ổ nhưng chỉ có độ 3 ổ cắm tiếp xúc tốt - khách sạn đang xây thêm 1 tầng mới, nên Bar cà phê trên tầng thượng không còn hoạt động.",0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trong 3 đêm lưu ở đây, có một đêm bắt đầu xây dựng từ 3 giờ sáng, dù khách sạn đã có dán thông báo xin lỗi trong phòng, nhưng việc xây lắp lúc đêm khuya như vậy thật sự gây khó chịu, đánh thức khách ở các tầng cao.",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nhân viên phục vụ tại quầy vui vẻ, niềm nở.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Hỗ trợ rất tốt những đề nghị của khách hàng sau khi sử dụng dịch vụ phòng xong sau khi trả phòng.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Tôi làm luật sư nên sau khi trả phòng về Sài Gòn thì cần chuyển một số bưu phẩm đến một số khách hàng đã được chỉ định trên bìa bưu phẩm - nhân viên khách sạn đã làm tốt những việc này.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Từ phòng chúng tôi có thể nhìn ra toàn cảnh Hồ Xuân Hương thơ mộng.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Bỏ xa Sài Gòn ồn ào náo nhiệt, chúng tôi chọn Đà Lạt như tự thưởng cho gia đình mình những ngay nghỉ trong lành và mát mẻ.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vì ngày nghỉ của tôi còn trong kỳ nghỉ Lễ nên việc nhận phòng không sớm như dự định, nhưng không thành vấn đề, vì nhân viên phục vụ rất tận tình và lịch sự.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Hẹn gặp lại.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mình đến mặc dù sớm so với quy định nhân phòng do bên mình có người bệnh, rõ ràng khách sạn còn phòng mà lễ tân bảo hết phòng, phải đợi khách trả phòng.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Thực chất là do bộ phận phục vụ phòng không chịu dọn phòng.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"Gia đình chúng tôi đã có kỳ nghỉ rất tốt tại khách sạn này, khách sạn có đầy đủ tất cả các dịch vụ.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Chúng tôi sẽ quay lại đây vào dịp sau.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gia đình tôi đã có một Giao thừa 2013 thú vị với nhiều kỷ niệm đẹp ở đây.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nếu quay lại Đà lạt, chắc chắn chúng tôi sẽ trở lại Ngọc Lan.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thật tuyệt vời khi được lựa chọn những quán cà phê dễ dàng trước khách sạn.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Khách sạn nằm trung tâm của thành phố nên thuận tiện cho việc đi dạo quanh Hồ Xuân Hương hoặc muốn tìm những món đồ yêu thích tại chợ Đà Lạt.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phong cách chuyên nghiệp của đội ngũ nhân viên làm tăng thêm giá trị của bạn khi nghỉ tại đây.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Rất vui và đáng nhớ, phần lớn do thái độ phục vụ nhiệt tình và vui vẻ của đội ngũ nhân viên Khách sạn.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Chúng tôi đến khách sạn khá sớm nhưng nhân viên lễ tân vẫn vui vẻ cho chúng tôi nhận phòng sớm.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Các nhân viên khác như tài xế đưa đón, nhân viên phục vụ phòng.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"Phòng Karaok khá tốt, giá cả rất phải chăng.",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sự trang nhã trong bày trí trong phòng mang cảm giác ấm cúng và thoải mái cho khách.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Thực sự là một nơi ở lý tưởng và phù hợp cho gia đình tôi trong thời gian nghỉ vừa qua.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Buffet sáng cũng rất ngon miệng với nhiều lựa chọn.,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Khách sạn nằm ở vị trí thuận tiện, có nhiều chỗ để vui chơi - đi chợ Đà Lạt để ăn đặc sản và mua đồ lạnh ngon và rẻ, chụp hình và uống cà phê bên bờ hồ rất hay hoặc vài phút taxi để đến những điểm tham quan.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gia đình chúng tôi đã có một kỳ nghỉ thật tuyệt vời tại Đà Lạt.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Khách sạn Ngọc Lan nằm trên con phố đi bộ với thật nhiều quán cà phê dễ thương dành cho những người muốn tận hưởng cà phê phố núi, nhạc Trịnh nhẹ nhàng và không khí se lạnh.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tuỳ theo phòng, có thể ngắm toàn cảnh hồ Xuân Hương hay trung tâm thành phố.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Nên có thêm 1 quạt trần hay quạt cây nhỏ trong phòng.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Tôi cảm thấy khách sạn này rất ổn.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chúng tôi đã có 2 đêm lưu trú tại đây trong một một chuyến đi 2 tuần xuyên Việt Nam, giá thuê phòng ở khách sạn này chỉ bằng 1 nửa giá của khách sạn mà chúng tôi đã ở trước đó, nó giống như 1 khách sạn sang trọng vậy !",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rất gần với thị trường và các phòng đều rộng và sạch sẽ.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Nhân viên lễ tân thiên thiện và nhiệt tình, họ chụp cho chúng tôi 10 bức ảnh miễn phí.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Phòng rất đẹp và thoải mái, mặc dù view từ phòng của chúng tôi không được đẹp lắm",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Wifi ở đây miễn phí.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chúng tôi đã ở khách sạn Ngọc Lan trong hai đêm.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phòng ốc rộng rãi và được trang trí đẹp mắt, giường nằm dễ chịu.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Phòng tắm nhỏ xinh với hệ thống bình nước nóng lạnh.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Các phần còn lại của khách sạn khá sạch sẽ và gọn gàng.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bữa sáng phong phú với nhiều lựa chọn lại rất hợp khẩu vị với tôi.,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tôi ở đây rồi, dịch vụ khá tốt.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Đặc biệt thức ăn sáng tuy là buffet thông thường nhưng tôi cảm thấy rất ngon miệng.,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gia đình chúng tôi ở khách sạn này 2 đêm.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Với mức giá hợp lý, khách sạn đã là một lựa chọn tuyệt vời cho kỳ nghỉ của chúng tôi :",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vị trí trung tâm cách chợ Đà Lạt vài phút đi bộ.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phòng được trang bị đâYy đủ.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Bữa ăn tối kèm theo đặting 2 đêm rất tốt NuNber, ngon.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nhân viên phục vụ nhiệt tìnhân viên, thân thiện.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Đừng lấy phòng phía sau vì nhìn ra mái tôn nhà Nân chán lắm.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"Nhìn chung thì dịch vụ ở đây ổn từ vệ sinh phòng sạch sẽ, ngăn nắp đến thái độ nhân viên niềm nở đón tiếp.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Vị trí ra chợ cũng thuận tiện, có bãi đậu xe ôtô và giá cả hợp lý.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phòng ở thì dọn dẹp gọn gàng, sạch sẽ, tiện nghi đầy đủ đến nhân viên thì lễ phép, vui vẻ đón tiếp.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Vị trí ra chợ cũng thuận tiện, ăn uống cũng được và giá cả hợp lý.",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Đánh giá về khách sạn Saphir Đà Lạt sau khi dành thời gian lưu trú vừa qua là hài lòng về mọi mặt.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nhân viên đón tiếp thân thiện và lễ phép, phòng ở thì dọn dẹp ngăn nắp, sạch sẽ.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Vấn đề ăn uống cũng tốt, vị trí đi lại cũng thuận tiện và giá cả thì phù hợp.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tôi nhận thấy thái độ phục vụ hoà nhã, ân cần.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Thiết kế và bài trí nội thất phòng ở hài hoà, các thiết bị hoạt động tốt.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"Vị trí của khách sạn khá tốt, nằm gần ngay khu vực trung tâm.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tiện nghi phòng ốc cũng được đảm bảo.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Theo tôi gía cả thì chưa được hợp lý lắm.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Còn về vị trí khách sạn thì khá tốt.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phòng ở đẹp, nội thất trang nhã.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Những trang thiết bị lắp đặt trong phòng đều hoạt động tốt và phù hợp với nhu cầu sử dụng của du khách.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Nhân viên niềm nở, nhiệt tình trong cung cách phục vụ.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"khách sạn dễ thương theo phong cách lãng mạn, cổ kín.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gần chợ nên rất tiện đi lại.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tuy nhiên có 1 vài phòng lavabo nằm ngoài toilet nên hơi bất tiện.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Mọi người thì thái độ khá vui vẻ và lễ phép chào đón.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Nhưng bù lại phục tốt, họ nhiệt tình lắm và tiện nghi cũng hữu dụng.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Tôi khá thích phong cách thiết kế của Khách Sạn Saphir Đà Lạt.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dịch vụ nhìn chung cũng ok, các bạn nhân viên khá thân thiện.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Tuy nhiên, chăn đắp không che hết người nên hơi lạnh.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"Chất lượng của khách sạn Saphir Đà Lạt tôi nhận xét là rất tốt về mọi mặt từ dịch vụ phòng ốc, trang thiết bị đi kèm đến các bạn nhân viên phục vụ cũng như vấn đề ăn uống, di chuyển hay mức giá cả.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Nói chung là không có gì để chê hết.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Khách sạn Saphir Đà Lạt là nơi mà gia đình tôi đã có thời gian lưu trú ở kì nghỉ vừa qua.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sau khi về thì mọi người cảm thấy hài lòng với những gì mà nơi này cung cấp từ chỗ ngủ nghỉ đến việc ăn uống, đi lại cũng như thái độ nhân viên và mức giá cả.",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Cách thiết kế nội thất khang trang, trang thiết bị hoạt động tốt.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"Khâu vệ sinh phòng ốc sạch sẽ, họ sắp xếp các vật dụng gọn gàng và ngăn nắp.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nói chung, tôi cảm thấy hài lòng khi nghỉ ngơi lại khách sạn này.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Còn vấn đề vệ sinh thì tốt, nhân viên phục vụ chu đáo và vị trí tiện lợi đi lại.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Về buffet sáng thì có vẻ như không thay đổi mỗi ngày nên hơi chán và giá cả thì ở mức cũng được.,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chọn nghỉ ngơi tại khách sạn Saphir Đà Lạt để lưu trú cùng người thân vừa qua là một quyết định đúng vì mọi thứ đều đáp ứng đủ nhu cầu từ đội ngũ nhân viên đến hệ thống phòng ốc, tiện nghi đi kèm cũng như vấn đề ăn uống, đi lại hay mức giá cả.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Cung cách phục vụ của nhân viên cũng vui vẻ và nhiệt tình.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Tuy thời gian lưu trú lại Khách Sạn Saphir Đà Lạt khá ngắn, nhưng tôi thấy hài lòng.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vì khách sạn gần trung tâm, đi lại dễ dàng.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tôi đánh giá Khách Sạn Saphir Đà Lạt này cũng được.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phòng tuy sạch sẽ nhưng có vẻ phòng hơi nhỏ, trang bị tương đối đầy đủ tiện nghi.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0
